Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)
1171	126,4	1171	215
1172	126,5	1172	214
1173	126,5	1173	214
1174	126,5	1174	215
1175	126,6	1175	216
1176	126,6	1176	216
1177	126,8	1177	217
1178	126,8	1178	217
1179	126,9	1179	219
1180	126,9	1180	219
1181	127	1181	219
1182	127	1182	218
1183	127	1183	217
1184	127	1184	216
1185	127	1185	215
1186	127	1186	214
1187	127	1187	213
1188	127	1188	212
1189	127	1189	212
1190	127	1190	213
1191	127	1191	212
1192	127	1192	210
1193	127	1193	208
1194	127	1194	208
1195	127	1195	209
1196	126,9	1196	211
1197	126,9	1197	211
1198	126,9	1198	212
1199	126,9	1199	212
1200	126,8	1200	213
1201	126,8	1201	212
1202	126,8	1202	212
1203	126,8	1203	213
1204	126,8	1204	213
1205	126,8	1205	213
1206	126,8	1206	214
1207	126,8	1207	214
1208	126,8	1208	215
1209	126,8	1209	217
1210	126,9	1210	217
1211	126,9	1211	217
1212	127	1212	216
1213	127	1213	216
1214	127	1214	216
1215	127,1	1215	216
1216	127,1	1216	217
1217	127,3	1217	218
1218	127,3	1218	219
1219	127,3	1219	219
1220	127,4	1220	220
1221	127,5	1221	220
1222	127,5	1222	219
1223	127,5	1223	220
1224	127,5	1224	221
1225	127,6	1225	221
1226	127,6	1226	222
1227	127,6	1227	222
1228	127,8	1228	223
1229	127,8	1229	223
1230	127,9	1230	223
1231	127,9	1231	222
1232	127,9	1232	221
1233	128	1233	222
1234	128	1234	222
1235	128	1235	223
1236	128,1	1236	224
1237	128,1	1237	225
1238	128,1	1238	225
1239	128,1	1239	225
1240	128,1	1240	225
1241	128,1	1241	226
1242	128,1	1242	224
1243	128,3	1243	225
1244	128,3	1244	225
1245	128,3	1245	225
1246	128,3	1246	226
1247	128,3	1247	226
1248	128,5	1248	228
1249	128,5	1249	228
1250	128,5	1250	226
1251	128,5	1251	224
1252	128,6	1252	221
1253	128,5	1253	219
1254	128,5	1254	219
1255	128,5	1255	219
1256	128,3	1256	218
1257	128,3	1257	218
1258	128,3	1258	218
1259	128,3	1259	217
1260	128,3	1260	216
1261	128,1	1261	217
1262	128,1	1262	217
1263	128,1	1263	217
1264	128,1	1264	217
1265	128	1265	218
1266	128	1266	219
1267	128	1267	221
1268	127,9	1268	220
1269	127,9	1269	220
1270	127,9	1270	221
1271	127,9	1271	221
1272	127,9	1272	220
1273	128	1273	220
1274	128	1274	222
1275	128	1275	222
1276	128	1276	223
1277	128,1	1277	223
1278	128,1	1278	223
1279	128,1	1279	224
1280	128,1	1280	224
1281	128,3	1281	225
1282	128,3	1282	224
1283	128,3	1283	224
1284	128,3	1284	225
1285	128,3	1285	225
1286	128,3	1286	226
1287	128,5	1287	226
1288	128,5	1288	226
1289	128,5	1289	226
1290	128,6	1290	227
1291	128,6	1291	226
1292	128,6	1292	226
1293	128,6	1293	227
1294	128,6	1294	227
1295	128,8	1295	227
1296	128,8	1296	228
1297	128,8	1297	228
1298	128,8	1298	229
1299	128,8	1299	229
1300	129	1300	229
1301	129	1301	229
1302	129	1302	229
1303	129	1303	229
1304	129,1	1304	229
1305	129,1	1305	229
1306	129,1	1306	230
1307	129,1	1307	230
1308	129,3	1308	231
1309	129,3	1309	232
1310	129,3	1310	232
1311	129,3	1311	231
1312	129,3	1312	231
1313	129,3	1313	231
1314	129,5	1314	232
1315	129,5	1315	233
1316	129,5	1316	232
1317	129,5	1317	231
1318	129,5	1318	231
1319	129,5	1319	229
1320	129,5	1320	228
1321	129,5	1321	226
1322	129,5	1322	224
1323	129,3	1323	223
1324	129,3	1324	222
1325	129,3	1325	222
1326	129,1	1326	222
1327	129,1	1327	222
1328	129,1	1328	224
1329	129,1	1329	225
1330	129,1	1330	225
1331	129	1331	225
1332	129	1332	225
1333	128,8	1333	226
1334	128,8	1334	226
1335	128,8	1335	226
1336	128,8	1336	227
1337	128,8	1337	227
1338	128,8	1338	228
1339	128,8	1339	229
1340	128,8	1340	230
1341	128,8	1341	230
