Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)
856	81,8	856	3
857	81,8	857	3
858	81,9	858	3
859	82	859	3
860	82	860	4
861	82	861	4
862	82,1	862	5
863	82,3	863	5
864	82,4	864	5
865	82,4	865	5
866	82,5	866	5
867	82,5	867	5
868	82,6	868	5
869	82,8	869	5
870	82,9	870	5
871	83	871	5
872	83	872	5
873	83	873	5
874	83,1	874	6
875	83,3	875	6
876	83,3	876	6
877	83,4	877	6
878	83,5	878	6
879	83,5	879	5
880	83,5	880	5
881	83,6	881	6
882	83,6	882	6
883	83,8	883	6
884	83,8	884	7
885	83,9	885	7
886	84	886	7
887	84	887	7
888	84	888	6
889	84,1	889	6
890	84,3	890	7
891	84,4	891	7
892	84,5	892	7
893	84,5	893	7
894	84,6	894	8
895	84,6	895	8
896	84,8	896	8
897	84,9	897	8
898	85	898	8
899	85	899	8
900	85,1	900	9
901	85,3	901	9
902	85,4	902	9
903	85,5	903	9
904	85,5	904	10
905	85,6	905	10
906	85,6	906	10
907	85,8	907	9
908	85,9	908	8
909	86	909	9
910	86	910	9
911	86	911	10
912	86,1	912	10
913	86,3	913	10
914	86,3	914	10
915	86,4	915	10
916	86,4	916	10
917	86,5	917	11
918	86,5	918	11
919	86,5	919	11
920	86,5	920	11
921	86,6	921	11
922	86,8	922	11
923	86,8	923	12
924	86,9	924	11
925	87	925	11
926	87	926	11
927	87,1	927	12
928	87,1	928	12
929	87,4	929	12
930	87,4	930	13
931	87,5	931	12
932	87,5	932	12
933	87,6	933	12
934	87,8	934	12
935	87,9	935	13
936	88	936	13
937	88	937	13
938	88,1	938	14
939	88,3	939	13
940	88,3	940	13
941	88,4	941	13
942	88,4	942	13
943	88,5	943	14
944	88,5	944	15
945	88,5	945	15
946	88,6	946	15
947	88,6	947	15
948	88,8	948	15
949	88,8	949	14
950	88,9	950	15
951	89	951	15
952	89	952	15
953	89	953	15
954	89,1	954	15
955	89,3	955	16
956	89,3	956	15
957	89,4	957	16
958	89,5	958	17
959	89,5	959	17
960	89,5	960	17
961	89,6	961	17
962	89,8	962	17
963	89,9	963	17
964	90	964	18
965	90	965	17
966	90	966	17
967	90,1	967	17
968	90,1	968	18
969	90,3	969	18
970	90,4	970	19
971	90,4	971	18
972	90,5	972	18
973	90,5	973	18
974	90,6	974	18
